claim_number, claim_percent, claim_amount, remaining_supply
3598, 697873108169882442, 124090184167379, 17657105668585297
3599, 697803320859065454, 123211869722982, 17533893798862315
3600, 697733540526979548, 122339857995042, 17411553940867273
3601, 697663767172926851, 121474103147200, 17290079837720073
3602, 697594000796209559, 120614559680810, 17169465278039263
3603, 697524241396129939, 119761182432415, 17049704095606848
3604, 697454488971990327, 118913926571251, 16930790169035597
3605, 697384743523093128, 118072747596761, 16812717421438836
3606, 697315005048740819, 117237601336136, 16695479820102700
3607, 697245273548235945, 116408443941865, 16579071376160835
3608, 697175549020881122, 115585231889313, 16463486144271522
3609, 697105831465979034, 114767921974310, 16348718222297212
3610, 697036120882832437, 113956471310765, 16234761750986447
3611, 696966417270744154, 113150837328291, 16121610913658156
3612, 696896720629017080, 112350977769853, 16009259935888303
3613, 696827030956954179, 111556850689431, 15897703085198872
3614, 696757348253858484, 110768414449703, 15786934670749169
3615, 696687672519033099, 109985627719742, 15676949043029427
3616, 696618003751781196, 109208449472735, 15567740593556692
3617, 696548341951406018, 108436838983715, 15459303754572977
3618, 696478687117210878, 107670755827311, 15351632998745666
3619, 696409039248499157, 106910159875520, 15244722838870146
3620, 696339398344574308, 106155011295486, 15138567827574660
3621, 696269764404739851, 105405270547305, 15033162557027355
3622, 696200137428299378, 104660898381844, 14928501658645511
3623, 696130517414556549, 103921855838569, 14824579802806942
3624, 696060904362815094, 103188104243405, 14721391698563537
3625, 695991298272378813, 102459605206594, 14618932093356943
3626, 695921699142551576, 101736320620585, 14517195772736358
3627, 695852106972637321, 101018212657928, 14416177560078430
3628, 695782521761940058, 100305243769192, 14315872316309238
3629, 695712943509763864, 99597376680894, 14216274939628344
3630, 695643372215412888, 98894574393445, 14117380365234899
3631, 695573807878191347, 98196800179112, 14019183565055787
3632, 695504250497403528, 97504017579996, 13921679547475791
3633, 695434700072353788, 96816190406022, 13824863357069769
3634, 695365156602346553, 96133282732948, 13728730074336821
3635, 695295620086686319, 95455258900387, 13633274815436434
3636, 695226090524677651, 94782083509844, 13538492731926590
3637, 695156567915625184, 94113721422767, 13444379010503823
3638, 695087052258833622, 93450137758616, 13350928872745207
3639, 695017543553607739, 92791297892943, 13258137574852264
3640, 694948041799252379, 92137167455486, 13166000407396778
3641, 694878546995072454, 91487712328284, 13074512695068494
3642, 694809059140372947, 90842898643794, 12983669796424700
3643, 694739578234458910, 90202692783035, 12893467103641665
3644, 694670104276635465, 89567061373741, 12803900042267924
3645, 694600637266207802, 88935971288521, 12714964070979403
3646, 694531177202481182, 88309389643045, 12626654681336358
3647, 694461724084760934, 87687283794237, 12538967397542121
3648, 694392277912352458, 87069621338479, 12451897776203642
3649, 694322838684561223, 86456370109836, 12365441406093806
3650, 694253406400692767, 85847498178287, 12279593907915519
3651, 694183981060052698, 85242973847975, 12194350934067544
3652, 694114562661946693, 84642765655465, 12109708168412079
3653, 694045151205680499, 84046842368022, 12025661326044057
3654, 693975746690559931, 83455172981892, 11942206153062165
3655, 693906349115890876, 82867726720606, 11859338426341559
3656, 693836958480979287, 82284473033294, 11777053953308265
3657, 693767574785131190, 81705381593003, 11695348571715262
3658, 693698198027652677, 81130422295041, 11614218149420221
3659, 693628828207849912, 80559565255326, 11533658584164895
3660, 693559465325029128, 79992780808748, 11453665803356147
3661, 693490109378496626, 79430039507542, 11374235763848605
3662, 693420760367558777, 78871312119677, 11295364451728928
3663, 693351418291522022, 78316569627258, 11217047882101670
3664, 693282083149692870, 77765783224932, 11139282098876738
3665, 693212754941377901, 77218924318315, 11062063174558423
3666, 693143433665883764, 76675964522423, 10985387210036000
3667, 693074119322517176, 76136875660125, 10909250334375875
3668, 693004811910584925, 75601629760596, 10833648704615279
3669, 692935511429393867, 75070199057789, 10758578505557490
3670, 692866217878250928, 74542555988918, 10684035949568572
3671, 692796931256463103, 74018673192948, 10610017276375624
3672, 692727651563337457, 73498523509101, 10536518752866523
3673, 692658378798181124, 72982079975371, 10463536672891152
3674, 692589112960301306, 72469315827052, 10391067357064100
3675, 692519854049005276, 71960204495274, 10319107152568826
3676, 692450602063600376, 71454719605550, 10247652432963276
3677, 692381357003394016, 70952834976342, 10176699597986934
3678, 692312118867693677, 70454524617623, 10106245073369311
3679, 692242887655806908, 69959762729464, 10036285310639847
3680, 692173663367041328, 69468523700624, 9966816786939223
3681, 692104446000704624, 68980782107150, 9897836004832073
3682, 692035235556104554, 68496512710996, 9829339492121077
3683, 691966032032548944, 68015690458638, 9761323801662439
3684, 691896835429345690, 67538290479713, 9693785511182726
3685, 691827645745802756, 67064288085663, 9626721223097063
3686, 691758462981228176, 66593658768383, 9560127564328680
3687, 691689287134930054, 66126378198894, 9494001186129786
3688, 691620118206216561, 65662422226010, 9428338763903776
3689, 691550956194395940, 65201766875023, 9363136997028753
3690, 691481801098776501, 64744388346400, 9298392608682353
3691, 691412652918666624, 64290263014483, 9234102345667870
3692, 691343511653374758, 63839367426206, 9170262978241664
3693, 691274377302209421, 63391678299815, 9106871299941849
3694, 691205249864479201, 62947172523599, 9043924127418250
3695, 691136129339492754, 62505827154638, 8981418300263612
3696, 691067015726558805, 62067619417550, 8919350680846062
3697, 690997909024986150, 61632526703252, 8857718154142810
3698, 690928809234083652, 61200526567730, 8796517627575080
3699, 690859716353160244, 60771596730820, 8735746030844260
3700, 690790630381524928, 60345715074998, 8675400315769262
3701, 690721551318486776, 59922859644170, 8615477456125092
3702, 690652479163354928, 59503008642487, 8555974447482605
3703, 690583413915438593, 59086140433157, 8496888307049448
3704, 690514355574047050, 58672233537269, 8438216073512179
3705, 690445304138489646, 58261266632624, 8379954806879555
3706, 690376259608075798, 57853218552582, 8322101588326973
3707, 690307221982114991, 57448068284909, 8264653520042064
3708, 690238191259916780, 57045794970637, 8207607725071427
3709, 690169167440790789, 56646377902931, 8150961347168496
3710, 690100150524046710, 56249796525966, 8094711550642530
3711, 690031140508994306, 55856030433811, 8038855520208719
3712, 689962137394943407, 55465059369323, 7983390460839396
3713, 689893141181203913, 55076863223045, 7928313597616351
3714, 689824151867085793, 54691422032119, 7873622175584232
3715, 689755169451899085, 54308715979203, 7819313459605029
3716, 689686193934953896, 53928725391393, 7765384734213636
3717, 689617225315560401, 53551430739162, 7711833303474474
3718, 689548263593028845, 53176812635297, 7658656490839177
3719, 689479308766669543, 52804851833851, 7605851639005326
3720, 689410360835792877, 52435529229101, 7553416109776225
3721, 689341419799709298, 52068825854511, 7501347283921714
3722, 689272485657729328, 51704722881705, 7449642561040009
3723, 689203558409163556, 51343201619451, 7398299359420558
3724, 689134638053322640, 50984243512644, 7347315115907914
3725, 689065724589517308, 50627830141306, 7296687285766608
3726, 688996818017058357, 50273943219587, 7246413342547021
3727, 688927918335256652, 49922564594777, 7196490777952244
3728, 688859025543423127, 49573676246324, 7146917101705920
3729, 688790139640868785, 49227260284857, 7097689841421063
3730, 688721260626904699, 48883298951222, 7048806542469841
3731, 688652388500842009, 48541774615522, 7000264767854319
3732, 688583523261991925, 48202669776159, 6952062098078160
3733, 688514664909665726, 47865967058894, 6904196131019266
3734, 688445813443174760, 47531649215907, 6856664481803359
3735, 688376968861830443, 47199699124863, 6809464782678496
3736, 688308131164944260, 46870099787989, 6762594682890507
3737, 688239300351827766, 46542834331155, 6716051848559352
3738, 688170476421792584, 46217886002965, 6669833962556387
3739, 688101659374150405, 45895238173851, 6623938724382536
3740, 688032849208212990, 45574874335175, 6578363850047361
3741, 687964045923292169, 45256778098341, 6533107071949020
3742, 687895249518699840, 44940933193907, 6488166138755113
3743, 687826459993747971, 44627323470712, 6443538815284401
3744, 687757677347748597, 44315932895000, 6399222882389401
3745, 687688901580013823, 44006745549560, 6355216136839841
3746, 687620132689855822, 43699745632865, 6311516391206976
3747, 687551370676586837, 43394917458221, 6268121473748755
3748, 687482615539519179, 43092245452922, 6225029228295833
3749, 687413867277965228, 42791714157412, 6182237514138421
3750, 687345125891237432, 42493308224450, 6139744205913971
3751, 687276391378648309, 42197012418285, 6097547193495686
3752, 687207663739510445, 41902811613835, 6055644381881851
3753, 687138942973136494, 41610690795875, 6014033691085976
3754, 687070229078839181, 41320635058222, 5972713056027754
3755, 687001522055931298, 41032629602943, 5931680426424811
3756, 686932821903725705, 40746659739550, 5890933766685261
3757, 686864128621535333, 40462710884214, 5850471055801047
3758, 686795442208673180, 40180768558979, 5810290287242068
3759, 686726762664452313, 39900818390984, 5770389468851084
3760, 686658089988185868, 39622846111692, 5730766622739392
3761, 686589424179187050, 39346837556119, 5691419785183273
3762, 686520765236769132, 39072778662077, 5652347006521196
3763, 686452113160245456, 38800655469414, 5613546351051782
3764, 686383467948929432, 38530454119269, 5575015896932513
3765, 686314829602134540, 38262160853324, 5536753736079189
3766, 686246198119174327, 37995762013064, 5498757974066125
3767, 686177573499362410, 37731244039049, 5461026730027076
3768, 686108955742012474, 37468593470180, 5423558136556896
3769, 686040344846438273, 37207796942981, 5386350339613915
3770, 685971740811953630, 36948841190880, 5349401498423035
3771, 685903143637872435, 36691713043495, 5312709785379540
3772, 685834553323508648, 36436399425932, 5276273385953608
3773, 685765969868176298, 36182887358081, 5240090498595527
3774, 685697393271189481, 35931163953920, 5204159334641607
3775, 685628823531862363, 35681216420826, 5168478118220781
3776, 685560260649509177, 35433032058887, 5133045086161894
3777, 685491704623444227, 35186598260221, 5097858487901673
3778, 685423155452981883, 34941902508303, 5062916585393370
3779, 685354613137436585, 34698932377293, 5028217653016077
3780, 685286077676122842, 34457675531372, 4993759977484705
3781, 685217549068355230, 34218119724077, 4959541857760628
3782, 685149027313448395, 33980252797650, 4925561604962978
3783, 685080512410717051, 33744062682385, 4891817542280593
3784, 685012004359475980, 33509537395984, 4858308004884609
3785, 684943503159040033, 33276665042912, 4825031339841697
3786, 684875008808724129, 33045433813764, 4791985906027933
3787, 684806521307843257, 32815831984632, 4759170074043301
3788, 684738040655712473, 32587847916477, 4726582226126824
3789, 684669566851646902, 32361470054509, 4694220756072315
3790, 684601099894961738, 32136686927568, 4662084069144747
3791, 684532639784972242, 31913487147511, 4630170581997236
3792, 684464186520993745, 31691859408601, 4598478722588635
3793, 684395740102341646, 31471792486909, 4567006930101726
3794, 684327300528331412, 31253275239706, 4535753654862020
3795, 684258867798278579, 31036296604877, 4504717358257143
3796, 684190441911498752, 30820845600323, 4473896512656820
3797, 684122022867307603, 30606911323377, 4443289601333443
3798, 684053610665020873, 30394482950224, 4412895118383219
3799, 683985205303954371, 30183549735321, 4382711568647898
3800, 683916806783423976, 29974101010824, 4352737467637074
3801, 683848415102745634, 29766126186019, 4322971341451055
3802, 683780030261235360, 29559614746758, 4293411726704297
3803, 683711652258209237, 29354556254897, 4264057170449400
3804, 683643281092983417, 29150940347740, 4234906230101660
